LIB_ID,LIB_NAME,FIPS_ST,FIPS_CO,COUNTY_POP,LAT,LON
5500,GOSHEN PUBLIC LIBRARY,9,5,186660,41.8382582,-73.2015422
5600,GRANBY PUBLIC LIBRARY,9,3,898848,41.955809,-72.792439
5602,FREDERICK H. COSSITT LIBRARY,9,3,898848,41.995889,-72.830721
5701,GREENWICH LIBRARY,9,1,942119,41.028823,-73.628911
5703,BYRAM SHUBERT BRANCH LIBRARY,9,1,942119,41.001888,-73.655961
5704,COS COB BRANCH LIBRARY,9,1,942119,41.0341476,-73.6236088
5712,PERROT MEMORIAL LIBRARY,9,1,942119,41.038179,-73.570008
5812,SLATER LIBRARY,9,11,273976,41.604563,-71.98417
5901,BILL MEMORIAL LIBRARY,9,11,273976,41.35574,-72.080235
5912,GROTON PUBLIC LIBRARY,9,11,273976,41.355988,-72.051577
5922,MYSTIC & NOANK LIBRARY,9,11,273976,41.353945,-71.974563
6000,GUILFORD FREE LIBRARY,9,9,863016,41.283968,-72.681458
6100,BRAINERD MEMORIAL LIBRARY,9,7,165389,41.478413,-72.513703
6200,HAMDEN PUBLIC LIBRARY,9,9,863016,41.383466,-72.905097
6202,BRUNDAGE COMMUNITY BRANCH LIBRARY,9,9,863016,41.348458,-72.934626
6203,WHITNEYVILLE BRANCH LIBRARY,9,9,863016,41.34522,-72.915125
6400,HARTFORD PUBLIC LIBRARY,9,3,898848,41.7622221,-72.674428
6402,ALBANY AVENUE BRANCH LIBRARY,9,3,898848,41.782564,-72.697248
6403,BARBOUR BRANCH LIBRARY,9,3,898848,41.793185,-72.677258
6404,BLUE HILLS BRANCH LIBRARY,9,3,898848,41.805063,-72.695465
6405,CAMP FIELD BRANCH LIBRARY,9,3,898848,41.7420116,-72.6825356
6406,DWIGHT BRANCH LIBRARY,9,3,898848,41.7569561,-72.7063711
6407,GOODWIN MEMORIAL BRANCH LIBRARY,9,3,898848,41.739003,-72.698122
6408,MARK TWAIN BRANCH LIBRARY,9,3,898848,41.767653,-72.69683
6409,PARK BRANCH LIBRARY,9,3,898848,41.758113,-72.689583
6410,ROPKINS BRANCH LIBRARY,9,3,898848,41.7785996,-72.6761938
6600,HARWINTON PUBLIC LIBRARY,9,5,186660,41.764716,-73.069316
6700,DOUGLAS LIBRARY OF HEBRON,9,13,151706,41.658567,-72.36416
6800,KENT LIBRARY ASSOCIATION,9,5,186660,41.726665,-73.475602
6900,KILLINGLY PUBLIC LIBRARY,9,15,117627,41.809324,-71.878065
7000,KILLINGWORTH LIBRARY,9,7,165389,41.36584,-72.565936
7100,JONATHAN TRUMBULL LIBRARY,9,11,273976,41.636099,-72.212944
7202,BILL LIBRARY,9,11,273976,41.439476,-72.015361
7203,GALES FERRY PUBLIC LIBRARY,9,11,273976,41.428265,-72.085573
7401,GILBERT LIBRARY,9,5,186660,41.69705,-73.107206
7412,OLIVER WOLCOTT LIBRARY,9,5,186660,41.741276,-73.187272
7500,LYME PUBLIC LIBRARY,9,11,273976,41.4141207,-72.3361429
7600,E.C. SCRANTON MEMORIAL LIBRARY,9,9,863016,41.279694,-72.594252
7700,MANCHESTER PUBLIC LIBRARY,9,3,898848,41.742168,-72.5172472
7702,WHITON MEMORIAL LIBRARY,9,3,898848,41.795105,-72.523809
7800,MANSFIELD LIBRARY,9,13,151706,41.768654,-72.196209
7900,RICHMOND MEMORIAL LIBRARY,9,3,898848,41.629095,-72.45785
8000,MERIDEN PUBLIC LIBRARY,9,9,863016,41.537865,-72.796491
8001,MERIDEN PUBLIC LIBRARY BOOKMOBILE SERVICE,9,9,863016,41.537865,-72.796491
8100,MIDDLEBURY PUBLIC LIBRARY,9,9,863016,41.529037,-73.118749
8200,LEVI E.COE LIBRARY,9,7,165389,41.516638,-72.711554
8300,RUSSELL LIBRARY,9,7,165389,41.5598818,-72.6519918
8400,MILFORD PUBLIC LIBRARY,9,9,863016,41.223,-73.052792
8500,EDITH WHEELER MEMORIAL LIBRARY,9,1,942119,41.331235,-73.206977
8600,RAYMOND LIBRARY,9,11,273976,41.479408,-72.152272
8700,MORRIS PUBLIC LIBRARY,9,5,186660,41.6840955,-73.1995096
8800,HOWARD WHITTEMORE MEMORIAL LIBRARY,9,9,863016,41.4915609,-73.0551114
8900,NEW BRITAIN PUBLIC LIBRARY,9,3,898848,41.6668068,-72.7849088
8903,THOMAS JEFFERSON BRANCH LIBRARY,9,3,898848,41.696031,-72.799182
9000,NEW CANAAN LIBRARY,9,1,942119,41.145663,-73.491674
9100,NEW FAIRFIELD FREE PUBLIC LIBRARY,9,1,942119,41.4659618,-73.4857408
9201,"BAKERVILLE LIBRARY, INC.",9,5,186660,41.831527,-73.03027
9212,LICIA&MASON BEEKLEY COMMUNITY LIBRARY,9,5,186660,41.87815,-72.980378
9300,NEW HAVEN FREE PUBLIC LIBRARY,9,9,863016,41.308625,-72.925077
9303,FAIR HAVEN BRANCH LIBRARY,9,9,863016,41.3061193,-72.8809588
9304,MITCHELL BRANCH LIBRARY,9,9,863016,41.32788,-72.962199
9306,STETSON BRANCH LIBRARY,9,9,863016,41.318414,-72.933729
CT0103-009,NEW HAVEN FREE PUBLIC LIBRARY BOOKMOBILE SERVICE,9,9,863016,41.308625,-72.925077
CT0103-010,WILSON BRANCH,9,9,863016,41.298884,-72.935079
9400,LUCY ROBBINS WELLES LIBRARY,9,3,898848,41.697551,-72.728354
9500,PUBLIC LIBRARY OF NEW LONDON,9,11,273976,41.3550266,-72.09955
9600,NEW MILFORD PUBLIC LIBRARY,9,5,186660,41.574572,-73.410419
9700,CYRENIUS H. BOOTH LIBRARY,9,1,942119,41.4123475,-73.3080351
9800,NORFOLK LIBRARY,9,5,186660,41.989296,-73.198858
9902,ATWATER MEMORIAL LIBRARY,9,9,863016,41.3287244,-72.7651639
9903,EDWARD SMITH LIBRARY,9,9,863016,41.3939283,-72.7916283
10000,DOUGLAS LIBRARY,9,5,186660,42.027141,-73.329875
10100,NORTH HAVEN MEMORIAL LIBRARY,9,9,863016,41.387519,-72.863709
10200,WHEELER LIBRARY,9,11,273976,41.440272,-71.884983
10301,EAST NORWALK IMPROVEMENT ASSOCIATION,9,1,942119,41.101715,-73.405715
CT0114-002,NORWALK PUBLIC LIBRARY,9,1,942119,41.116988,-73.415139
10313,SOUTH NORWALK BRANCH LIBRARY,9,1,942119,41.099082,-73.421153
10322,ROWAYTON LIBRARY,9,1,942119,41.06512,-73.436574
10400,OTIS LIBRARY,9,11,273976,41.524431,-72.073286
10500,PHOEBE GRIFFIN NOYES LIBRARY,9,11,273976,41.316032,-72.329441
10600,ACTON PUBLIC LIBRARY,9,7,165389,41.3026129,-72.373291
CT0119-002,CASE MEMORIAL  LIBRARY,9,9,863016,41.279175,-73.024555
10800,OXFORD PUBLIC LIBRARY,9,9,863016,41.438522,-73.122116
10901,ALDRICH FREE PUBLIC LIBRARY,9,15,117627,41.718991,-71.874472
10922,CENTRAL VILLAGE PUBLIC LIBRARY,9,15,117627,41.7178653,-71.9214167
11000,PLAINVILLE PUBLIC LIBRARY,9,3,898848,41.671714,-72.865699
11101,PLYMOUTH LIBRARY ASSOCIATION,9,5,186660,41.671912,-73.051801
11112,TERRYVILLE PUBLIC LIBRARY,9,5,186660,41.679054,-73.012955
11201,POMFRET PUBLIC LIBRARY,9,15,117627,41.888445,-71.962055
11212,ABINGTON SOCIAL LIBRARY,9,15,117627,41.858453,-72.007926
11300,PORTLAND PUBLIC LIBRARY,9,7,165389,41.5739395,-72.6377639
11400,PRESTON PUBLIC LIBRARY,9,11,273976,41.4881553,-71.9939088
11500,PROSPECT PUBLIC LIBRARY,9,9,863016,41.5012159,-72.9779123
11600,PUTNAM PUBLIC LIBRARY,9,15,117627,41.9189782,-71.9084967
11700,MARK TWAIN LIBRARY,9,1,942119,41.304606,-73.380026
11800,RIDGEFIELD LIBRARY,9,1,942119,41.2831442,-73.4985029
11900,CORA J. BELDEN LIBRARY,9,3,898848,41.6676735,-72.6390891
12000,MINOR MEMORIAL LIBRARY,9,5,186660,41.553599,-73.307604
12100,SALEM FREE PUBLIC LIBRARY,9,11,273976,41.4926293,-72.2770773
12200,SCOVILLE MEMORIAL LIBRARY,9,5,186660,41.9863156,-73.4202576
12300,SCOTLAND PUBLIC LIBRARY,9,15,117627,41.6998044,-72.0819057
12400,SEYMOUR PUBLIC LIBRARY,9,9,863016,41.3934241,-73.0796059
12500,HOTCHKISS LIBRARY OF SHARON,9,5,186660,41.877866,-73.476718
12600,PLUMB MEMORIAL LIBRARY,9,1,942119,41.3206998,-73.0960455
12601,HUNTINGTON BRANCH,9,1,942119,41.293799,-73.14589
12700,SHERMAN LIBRARY ASSN.,9,1,942119,41.571697,-73.487309
12800,SIMSBURY PUBLIC LIBRARY,9,3,898848,41.8725332,-72.8026346
12900,SOMERS PUBLIC LIBRARY,9,13,151706,41.978047,-72.476983
13000,SOUTHBURY PUBLIC LIBRARY,9,9,863016,41.479578,-73.220838
13100,SOUTHINGTON PUBLIC LIBRARY,9,3,898848,41.596229,-72.877813
13200,SOUTH WINDSOR PUBLIC LIBRARY,9,3,898848,41.8283439,-72.5540777
13300,SPRAGUE PUBLIC LIBRARY,9,11,273976,41.616451,-72.084074
13400,STAFFORD PUBLIC LIBRARY,9,13,151706,41.9727092,-72.3038844
13500,FERGUSON LIBRARY,9,1,942119,41.048979,-73.538892
13502,SOUTH END COMMUNITY CENTER BRANCH LIBRARY,9,1,942119,41.041939,-73.53668
13504,WEED MEMORIAL BRANCH LIBRARY,9,1,942119,41.097424,-73.520129
13500,FERGUSON LIBRARY BOOKMOBILE,9,1,942119,41.048979,-73.538892
CT0151-008,HARRY BENNETT LIBRARY,9,1,942119,41.100639,-73.543073
13600,STERLING PUBLIC LIBRARY,9,15,117627,41.693685,-71.806502
13700,STONINGTON FREE LIBRARY,9,11,273976,41.335911,-71.906462
13800,STRATFORD LIBRARY ASSOCIATION,9,1,942119,41.190579,-73.130509
13900,KENT MEMORIAL LIBRARY,9,3,898848,41.982101,-72.650977
14000,THOMASTON PUBLIC LIBRARY,9,5,186660,41.6729557,-73.0747755
14100,THOMPSON PUBLIC LIBRARY,9,15,117627,41.9854121,-71.8985517
14200,TOWN OF TOLLAND PUBLIC LIBRARY,9,13,151706,41.8704523,-72.3679205
14300,TORRINGTON LIBRARY ASSOCIATION,9,5,186660,41.799697,-73.1222811
14400,FAIRCHILD-NICHOLS LIBRARY,9,1,942119,41.240333,-73.161788
14402,TRUMBULL LIBRARY,9,1,942119,41.256039,-73.217322
14500,UNION FREE PUBLIC LIBRARY,9,13,151706,41.990602,-72.158584
14600,"ROCKVILLE PUBLIC LIBRARY, INC",9,13,151706,41.866955,-72.452038
14700,VOLUNTOWN PUBLIC LIBRARY,9,11,273976,41.5729192,-71.869295
14800,WALLINGFORD PUBLIC LIBRARY,9,9,863016,41.4569591,-72.8163825
14802,YALESVILLE BRANCH LIBRARY,9,9,863016,41.491908,-72.823383
14900,WARREN PUBLIC LIBRARY,9,5,186660,41.7422892,-73.3484765
15000,GUNN MEMORIAL LIBRARY,9,5,186660,41.6307864,-73.311189
15100,SILAS BRONSON LIBRARY,9,9,863016,41.554867,-73.044778
15102,BUNKER HILL BRANCH LIBRARY,9,9,863016,41.567998,-73.063233
15200,WATERFORD PUBLIC LIBRARY,9,11,273976,41.34148,-72.135425
15300,WATERTOWN LIBRARY ASSOCIATION,9,5,186660,41.603849,-73.117074
15302,OAKVILLE BRANCH LIBRARY,9,5,186660,41.58764,-73.088881
15400,WESTBROOK PUBLIC LIBRARY,9,7,165389,41.2844916,-72.4420682
15500,WEST HARTFORD PUBLIC LIBRARY,9,3,898848,41.7605885,-72.7419721
15502,BISHOP'S CORNER BRANCH LIBRARY,9,3,898848,41.787499,-72.744967
15503,FAXON BRANCH LIBRARY,9,3,898848,41.73105,-72.727757
15600,WEST HAVEN PUBLIC LIBRARY,9,9,863016,41.275741,-72.952274
15602,LOUIS PIANTINO BRANCH LIBRARY,9,9,863016,41.3057164,-72.9686102
